cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,tile_k,tile_m,tile_n,pack,splitK,us,kernelName,err_ratio,tflops,bw
256,112,4096,512,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,22,128,48,64,1,1,4.959,hgemm_bf16_48x64x128_S2TN_BP,0.0,94.73,1053.94
256,112,7168,512,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,25,128,64,64,1,1,6.279,hgemm_bf16_64x64x128_S2TN_BP,0.0,130.93,1442.96
256,120,3072,1536,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,22,128,48,64,1,1,9.7395,hgemm_bf16_48x64x128_S2TN_BP,0.0,116.28,1082.51
256,120,7168,512,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,25,128,64,64,1,1,6.259,hgemm_bf16_64x64x128_S2TN_BP,0.0,140.73,1467.2
256,128,4096,512,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,23,128,48,128,1,1,5.779,hgemm_bf16_48x128x128_S2TN_BP,0.0,92.9,929.91
256,128,7168,512,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,25,128,64,64,1,1,6.3787,hgemm_bf16_64x64x128_S2TN_BP,0.0,147.29,1458.94
256,136,4096,512,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,22,128,48,64,1,1,5.4595,hgemm_bf16_48x64x128_S2TN_BP,0.0,104.48,997.83
256,136,7168,512,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,23,128,48,128,1,1,6.479,hgemm_bf16_48x128x128_S2TN_BP,0.0,154.07,1455.32
256,144,4096,512,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,25,128,64,64,1,1,5.959,hgemm_bf16_64x64x128_S2TN_BP,0.0,101.36,926.57
256,144,7168,512,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,23,128,48,128,1,1,7.1623,hgemm_bf16_48x128x128_S2TN_BP,0.0,147.57,1333.63
256,152,4096,512,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,22,128,48,64,1,1,5.6595,hgemm_bf16_48x64x128_S2TN_BP,0.0,112.65,988.63
256,152,7168,512,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,28,128,96,64,1,1,6.819,hgemm_bf16_96x64x128_S2TN_BP,0.0,163.61,1418.79
256,160,4096,512,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,22,128,48,64,1,1,5.139,hgemm_bf16_48x64x128_S2TN_BP,0.0,130.59,1103.11
256,160,7168,512,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,28,128,96,64,1,1,7.1195,hgemm_bf16_96x64x128_S2TN_BP,0.0,164.96,1376.17
256,168,4096,512,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,22,128,48,64,1,1,5.239,hgemm_bf16_48x64x128_S2TN_BP,0.0,134.5,1096.12
256,176,3072,1536,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,25,128,64,64,1,1,10.619,hgemm_bf16_64x64x128_S2TN_BP,0.0,156.41,1041.45
256,176,4096,512,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,22,128,48,64,1,1,5.779,hgemm_bf16_48x64x128_S2TN_BP,0.0,127.74,1006.46
256,176,7168,512,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,28,128,96,64,1,1,6.739,hgemm_bf16_96x64x128_S2TN_BP,0.0,191.7,1490.34
256,184,3072,1536,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,22,128,48,64,1,1,10.279,hgemm_bf16_48x64x128_S2TN_BP,0.0,168.93,1083.08
256,184,4096,512,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,22,128,48,64,1,1,5.859,hgemm_bf16_48x64x128_S2TN_BP,0.0,131.72,1005.3
256,184,7168,512,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,28,128,96,64,1,1,6.5995,hgemm_bf16_96x64x128_S2TN_BP,0.0,204.65,1540.46
256,192,4096,512,False,torch.bfloat16,torch.bfloat16,False,True,flydsl,25,128,64,64,1,1,6.0715,hgemm_bf16_64x64x128_S2TN_BP,0.0,132.64,982.26
